Show_ID,Type,Title,Director,Cast,Country,Date_Added,Release_Year,Rating,Duration,Listed_In,Description
s1517,Movie,Title 1517,Rachel Adams,"Emma Stone, Zendaya, Alia Bhatt, Millie Bobby Brown",South Korea,10-Oct-2022,2016,TV-14,176 min,Sci-Fi,A sci-fi movie available on Netflix.
s1518,TV Show,Title 1518,Rachel Adams,"Ryan Reynolds, Aamir Khan, Chris Evans, Zendaya",United States,19-Mar-2018,2006,PG,6 Seasons,Adventure,A adventure tv show available on Netflix.
s1519,Movie,Title 1519,David Wilson,"Alia Bhatt, Ryan Reynolds, Emma Stone, Tom Holland",South Korea,27-Feb-2016,2016,TV-MA,154 min,"Romance, Drama, Horror","A romance, drama, horror movie available on Netflix."
s1520,Movie,Title 1520,Ava Johnson,"Tom Holland, Robert De Niro, Zendaya, Ryan Reynolds",United Kingdom,5-Jan-2019,1998,R,141 min,Action,A action movie available on Netflix.
s1521,Movie,Title 1521,Emily Clark,"Chris Evans, Emma Stone",Canada,25-Jul-2020,1992,PG-13,103 min,Horror,A horror movie available on Netflix.
s1522,Movie,Title 1522,Ava Johnson,"Zendaya, Emma Stone, Robert De Niro",Germany,20-Oct-2019,2023,PG,109 min,"Sci-Fi, Horror","A sci-fi, horror movie available on Netflix."
s1523,TV Show,Title 1523,James Lewis,"Scarlett Johansson, Tom Holland, Aamir Khan, Robert De Niro",Japan,24-Aug-2018,2009,TV-MA,5 Seasons,Drama,A drama tv show available on Netflix.
s1524,TV Show,Title 1524,Rachel Adams,"Zendaya, Emma Stone",United Kingdom,9-Jul-2024,2018,PG,4 Seasons,"Drama, Adventure, Action","A drama, adventure, action tv show available on Netflix."
s1525,TV Show,Title 1525,Ava Johnson,"Zendaya, Ryan Reynolds, Emma Stone",United Kingdom,15-Jun-2018,2024,TV-PG,7 Seasons,"Thriller, Documentary","A thriller, documentary tv show available on Netflix."
s1526,Movie,Title 1526,James Lewis,"Emma Stone, Zendaya, Aamir Khan, Tom Holland",Spain,14-Oct-2022,2014,TV-14,60 min,Action,A action movie available on Netflix.
s1527,TV Show,Title 1527,Rachel Adams,"Tom Holland, Ryan Reynolds",Germany,26-Aug-2020,1996,TV-PG,5 Seasons,"Adventure, Comedy","A adventure, comedy tv show available on Netflix."
s1528,TV Show,Title 1528,Emily Clark,"Zendaya, Millie Bobby Brown, Alia Bhatt, Scarlett Johansson",United Kingdom,28-Apr-2022,2012,G,6 Seasons,"Crime, Sci-Fi, Thriller","A crime, sci-fi, thriller tv show available on Netflix."
s1529,Movie,Title 1529,Emily Clark,"Zendaya, Ryan Reynolds",France,25-Nov-2020,2020,TV-14,63 min,Romance,A romance movie available on Netflix.
s1530,TV Show,Title 1530,Emily Clark,"Robert De Niro, Emma Stone",Spain,26-May-2018,2007,G,8 Seasons,Adventure,A adventure tv show available on Netflix.
s1531,TV Show,Title 1531,Rachel Adams,"Ryan Reynolds, Robert De Niro",Japan,27-Apr-2023,2015,PG,6 Seasons,"Sci-Fi, Horror","A sci-fi, horror tv show available on Netflix."
s1532,TV Show,Title 1532,John Smith,"Chris Evans, Tom Holland, Alia Bhatt, Aamir Khan",Japan,23-Jul-2017,2005,G,3 Seasons,"Horror, Adventure","A horror, adventure tv show available on Netflix."
s1533,TV Show,Title 1533,Rachel Adams,"Tom Holland, Scarlett Johansson",France,4-Nov-2024,2016,PG-13,1 Seasons,"Sci-Fi, Documentary","A sci-fi, documentary tv show available on Netflix."
s1534,TV Show,Title 1534,Michael Brown,"Aamir Khan, Ryan Reynolds, Scarlett Johansson, Tom Holland",Germany,17-Feb-2017,2001,R,1 Seasons,Crime,A crime tv show available on Netflix.
s1535,TV Show,Title 1535,Rachel Adams,"Aamir Khan, Emma Stone, Zendaya, Robert De Niro",Mexico,23-Dec-2019,1993,TV-PG,3 Seasons,"Sci-Fi, Horror","A sci-fi, horror tv show available on Netflix."
s1536,TV Show,Title 1536,James Lewis,"Zendaya, Emma Stone, Tom Holland, Alia Bhatt",Canada,20-Jul-2015,1999,R,7 Seasons,"Romance, Adventure, Documentary","A romance, adventure, documentary tv show available on Netflix."
s1537,TV Show,Title 1537,James Lewis,"Millie Bobby Brown, Aamir Khan, Tom Holland",South Korea,6-Oct-2019,2018,PG,3 Seasons,"Thriller, Horror, Adventure","A thriller, horror, adventure tv show available on Netflix."
s1538,Movie,Title 1538,James Lewis,"Ryan Reynolds, Zendaya, Chris Evans",United Kingdom,20-Jul-2021,2006,PG,104 min,Drama,A drama movie available on Netflix.
s1539,TV Show,Title 1539,Michael Brown,"Tom Holland, Chris Evans, Emma Stone",South Korea,12-Sep-2024,2012,R,3 Seasons,"Comedy, Documentary, Drama","A comedy, documentary, drama tv show available on Netflix."
s1540,TV Show,Title 1540,John Smith,"Robert De Niro, Tom Holland, Emma Stone, Ryan Reynolds",United Kingdom,25-Jan-2020,2011,TV-MA,1 Seasons,Comedy,A comedy tv show available on Netflix.
s1541,Movie,Title 1541,Rachel Adams,"Zendaya, Scarlett Johansson",United Kingdom,3-May-2024,1994,TV-14,173 min,"Comedy, Adventure","A comedy, adventure movie available on Netflix."
s1542,TV Show,Title 1542,John Smith,"Robert De Niro, Chris Evans",France,17-Apr-2017,2023,TV-MA,3 Seasons,"Horror, Documentary, Comedy","A horror, documentary, comedy tv show available on Netflix."
s1543,Movie,Title 1543,Emily Clark,"Chris Evans, Emma Stone, Aamir Khan, Ryan Reynolds",Japan,10-Aug-2022,1993,G,61 min,"Romance, Comedy, Thriller","A romance, comedy, thriller movie available on Netflix."
s1544,Movie,Title 1544,Rachel Adams,"Emma Stone, Zendaya, Aamir Khan, Ryan Reynolds",France,1-Jun-2022,2004,TV-PG,112 min,"Drama, Thriller, Crime","A drama, thriller, crime movie available on Netflix."
s1545,Movie,Title 1545,Ava Johnson,"Aamir Khan, Tom Holland, Robert De Niro, Zendaya",Japan,2-Feb-2016,2013,PG-13,126 min,Comedy,A comedy movie available on Netflix.
s1546,Movie,Title 1546,Ava Johnson,"Ryan Reynolds, Emma Stone, Tom Holland, Millie Bobby Brown",India,26-Jul-2022,1993,G,117 min,"Crime, Adventure, Thriller","A crime, adventure, thriller movie available on Netflix."
s1547,TV Show,Title 1547,Michael Brown,"Millie Bobby Brown, Emma Stone, Alia Bhatt, Aamir Khan",Japan,11-May-2020,2024,G,2 Seasons,"Horror, Adventure, Comedy","A horror, adventure, comedy tv show available on Netflix."
s1548,Movie,Title 1548,John Smith,"Scarlett Johansson, Aamir Khan, Robert De Niro, Millie Bobby Brown",Germany,21-Jun-2016,2014,G,139 min,"Crime, Adventure","A crime, adventure movie available on Netflix."
s1549,TV Show,Title 1549,James Lewis,"Aamir Khan, Zendaya",United Kingdom,23-Nov-2016,1999,TV-PG,8 Seasons,"Action, Documentary, Romance","A action, documentary, romance tv show available on Netflix."
s1550,TV Show,Title 1550,David Wilson,"Alia Bhatt, Robert De Niro, Aamir Khan",Germany,6-Dec-2021,1990,TV-MA,7 Seasons,Action,A action tv show available on Netflix.
s1551,TV Show,Title 1551,Michael Brown,"Ryan Reynolds, Robert De Niro",Canada,2-Jul-2016,2003,R,4 Seasons,"Crime, Romance","A crime, romance tv show available on Netflix."
s1552,Movie,Title 1552,James Lewis,"Chris Evans, Millie Bobby Brown, Emma Stone",Canada,25-Jul-2023,1998,G,73 min,"Comedy, Action","A comedy, action movie available on Netflix."
s1553,TV Show,Title 1553,James Lewis,"Zendaya, Alia Bhatt, Chris Evans, Aamir Khan",Japan,1-Jul-2022,2022,TV-MA,6 Seasons,"Thriller, Romance, Sci-Fi","A thriller, romance, sci-fi tv show available on Netflix."
s1554,Movie,Title 1554,Sara Davis,"Scarlett Johansson, Alia Bhatt",Germany,24-Feb-2016,2018,TV-14,102 min,Sci-Fi,A sci-fi movie available on Netflix.
s1555,TV Show,Title 1555,Emily Clark,"Emma Stone, Zendaya, Robert De Niro",France,20-Nov-2017,2003,TV-14,8 Seasons,"Crime, Action","A crime, action tv show available on Netflix."
s1556,TV Show,Title 1556,John Smith,"Tom Holland, Scarlett Johansson, Aamir Khan",Mexico,16-Mar-2018,2024,PG,1 Seasons,"Romance, Documentary","A romance, documentary tv show available on Netflix."
s1557,TV Show,Title 1557,John Smith,"Scarlett Johansson, Zendaya, Millie Bobby Brown, Ryan Reynolds",India,5-Nov-2022,2004,TV-14,2 Seasons,Crime,A crime tv show available on Netflix.
s1558,TV Show,Title 1558,David Wilson,"Robert De Niro, Aamir Khan, Emma Stone, Millie Bobby Brown",Mexico,15-May-2021,2015,TV-PG,8 Seasons,"Adventure, Action","A adventure, action tv show available on Netflix."
s1559,TV Show,Title 1559,Rachel Adams,"Tom Holland, Zendaya, Chris Evans, Scarlett Johansson",Spain,10-Jul-2017,1991,R,1 Seasons,"Horror, Thriller, Sci-Fi","A horror, thriller, sci-fi tv show available on Netflix."
s1560,Movie,Title 1560,Ava Johnson,"Millie Bobby Brown, Chris Evans, Zendaya",France,3-Sep-2023,2001,TV-14,167 min,"Drama, Action, Documentary","A drama, action, documentary movie available on Netflix."
s1561,Movie,Title 1561,Emily Clark,"Chris Evans, Alia Bhatt",Germany,24-May-2019,2002,TV-PG,157 min,"Crime, Romance","A crime, romance movie available on Netflix."
s1562,TV Show,Title 1562,Rachel Adams,"Emma Stone, Zendaya, Ryan Reynolds, Scarlett Johansson",Japan,14-Sep-2015,2011,PG-13,3 Seasons,"Documentary, Action","A documentary, action tv show available on Netflix."
s1563,TV Show,Title 1563,David Wilson,"Tom Holland, Chris Evans, Robert De Niro",South Korea,23-Dec-2023,2017,TV-14,7 Seasons,"Horror, Drama, Action","A horror, drama, action tv show available on Netflix."
s1564,TV Show,Title 1564,James Lewis,"Scarlett Johansson, Chris Evans, Millie Bobby Brown",South Korea,12-Jul-2023,2017,G,4 Seasons,"Crime, Drama","A crime, drama tv show available on Netflix."
s1565,Movie,Title 1565,Sara Davis,"Zendaya, Emma Stone, Aamir Khan",Japan,28-Apr-2015,1991,G,127 min,"Crime, Action, Thriller","A crime, action, thriller movie available on Netflix."
s1566,Movie,Title 1566,Ava Johnson,"Zendaya, Millie Bobby Brown, Scarlett Johansson",Spain,21-Feb-2020,2009,PG-13,164 min,"Horror, Sci-Fi, Crime","A horror, sci-fi, crime movie available on Netflix."
s1567,TV Show,Title 1567,Michael Brown,"Scarlett Johansson, Robert De Niro, Alia Bhatt",Japan,9-Jul-2023,2021,TV-MA,6 Seasons,Comedy,A comedy tv show available on Netflix.
s1568,Movie,Title 1568,James Lewis,"Aamir Khan, Chris Evans, Emma Stone",Japan,14-Aug-2024,1999,PG,115 min,"Sci-Fi, Adventure, Crime","A sci-fi, adventure, crime movie available on Netflix."
s1569,Movie,Title 1569,Ava Johnson,"Tom Holland, Ryan Reynolds, Alia Bhatt, Millie Bobby Brown",Mexico,6-Mar-2016,1999,PG-13,162 min,"Horror, Crime, Sci-Fi","A horror, crime, sci-fi movie available on Netflix."
s1570,TV Show,Title 1570,David Wilson,"Zendaya, Ryan Reynolds, Robert De Niro, Millie Bobby Brown",Japan,9-Dec-2015,2007,TV-PG,5 Seasons,"Documentary, Adventure","A documentary, adventure tv show available on Netflix."
s1571,Movie,Title 1571,David Wilson,"Zendaya, Emma Stone",South Korea,20-Sep-2018,1992,R,105 min,"Romance, Action","A romance, action movie available on Netflix."
s1572,Movie,Title 1572,Rachel Adams,"Robert De Niro, Ryan Reynolds, Millie Bobby Brown",Japan,24-Feb-2018,2005,PG-13,102 min,Documentary,A documentary movie available on Netflix.
s1573,TV Show,Title 1573,Michael Brown,"Millie Bobby Brown, Ryan Reynolds, Scarlett Johansson, Zendaya",Mexico,18-Sep-2021,1991,TV-MA,8 Seasons,"Comedy, Crime","A comedy, crime tv show available on Netflix."
s1574,TV Show,Title 1574,John Smith,"Chris Evans, Alia Bhatt",Germany,28-Aug-2022,2015,R,4 Seasons,"Thriller, Crime","A thriller, crime tv show available on Netflix."
s1575,Movie,Title 1575,Rachel Adams,"Zendaya, Alia Bhatt",Canada,7-Aug-2016,1998,TV-PG,69 min,Documentary,A documentary movie available on Netflix.
s1576,TV Show,Title 1576,Ava Johnson,"Tom Holland, Millie Bobby Brown, Emma Stone, Robert De Niro",United Kingdom,7-Apr-2023,2023,TV-MA,4 Seasons,Adventure,A adventure tv show available on Netflix.
s1577,TV Show,Title 1577,Emily Clark,"Alia Bhatt, Scarlett Johansson",Japan,27-Sep-2016,2001,TV-MA,4 Seasons,Action,A action tv show available on Netflix.
s1578,Movie,Title 1578,Michael Brown,"Emma Stone, Robert De Niro, Scarlett Johansson",India,10-Dec-2024,2024,R,92 min,Horror,A horror movie available on Netflix.
s1579,Movie,Title 1579,James Lewis,"Zendaya, Emma Stone, Aamir Khan",Mexico,1-Aug-2019,2023,PG-13,145 min,"Romance, Documentary, Sci-Fi","A romance, documentary, sci-fi movie available on Netflix."
s1580,Movie,Title 1580,Michael Brown,"Alia Bhatt, Robert De Niro, Emma Stone",India,26-Oct-2024,2016,TV-PG,76 min,"Horror, Drama","A horror, drama movie available on Netflix."
s1581,Movie,Title 1581,Michael Brown,"Tom Holland, Robert De Niro, Ryan Reynolds, Emma Stone",South Korea,20-Jul-2019,2020,TV-MA,170 min,"Romance, Documentary","A romance, documentary movie available on Netflix."
s1582,TV Show,Title 1582,Sara Davis,"Aamir Khan, Millie Bobby Brown",France,25-Jun-2022,2005,R,1 Seasons,"Horror, Documentary","A horror, documentary tv show available on Netflix."
s1583,Movie,Title 1583,Rachel Adams,"Emma Stone, Ryan Reynolds, Millie Bobby Brown, Tom Holland",Spain,23-Mar-2016,2005,TV-PG,98 min,"Documentary, Sci-Fi","A documentary, sci-fi movie available on Netflix."
s1584,Movie,Title 1584,Ava Johnson,"Millie Bobby Brown, Ryan Reynolds, Scarlett Johansson",Germany,12-Oct-2019,2003,PG-13,110 min,"Drama, Documentary, Comedy","A drama, documentary, comedy movie available on Netflix."
s1585,Movie,Title 1585,John Smith,"Ryan Reynolds, Tom Holland, Robert De Niro, Emma Stone",United Kingdom,6-Nov-2023,2012,TV-PG,177 min,"Action, Thriller, Horror","A action, thriller, horror movie available on Netflix."
s1586,Movie,Title 1586,John Smith,"Scarlett Johansson, Zendaya, Aamir Khan, Ryan Reynolds",Germany,5-May-2024,1999,TV-14,118 min,"Thriller, Crime, Romance","A thriller, crime, romance movie available on Netflix."
s1587,TV Show,Title 1587,Sara Davis,"Millie Bobby Brown, Scarlett Johansson, Tom Holland",Japan,15-Apr-2019,2017,G,1 Seasons,Thriller,A thriller tv show available on Netflix.
s1588,Movie,Title 1588,James Lewis,"Zendaya, Ryan Reynolds, Aamir Khan, Alia Bhatt",Canada,16-Aug-2020,1992,TV-14,86 min,"Romance, Horror","A romance, horror movie available on Netflix."
s1589,TV Show,Title 1589,Ava Johnson,"Chris Evans, Aamir Khan, Alia Bhatt, Ryan Reynolds",Spain,20-Mar-2015,2005,TV-PG,8 Seasons,"Crime, Sci-Fi","A crime, sci-fi tv show available on Netflix."
s1590,Movie,Title 1590,Michael Brown,"Chris Evans, Tom Holland, Emma Stone, Ryan Reynolds",Germany,23-May-2015,1990,G,61 min,Documentary,A documentary movie available on Netflix.
s1591,Movie,Title 1591,Michael Brown,"Ryan Reynolds, Emma Stone, Millie Bobby Brown",Canada,15-Aug-2019,2019,R,99 min,"Documentary, Drama","A documentary, drama movie available on Netflix."
s1592,Movie,Title 1592,Rachel Adams,"Emma Stone, Zendaya, Chris Evans, Alia Bhatt",Germany,8-Dec-2018,2019,TV-PG,113 min,Adventure,A adventure movie available on Netflix.
s1593,TV Show,Title 1593,David Wilson,"Tom Holland, Chris Evans, Zendaya, Emma Stone",Japan,17-Oct-2017,1995,PG-13,7 Seasons,"Comedy, Romance, Thriller","A comedy, romance, thriller tv show available on Netflix."
s1594,Movie,Title 1594,Rachel Adams,"Zendaya, Aamir Khan",France,28-Mar-2020,2017,PG,62 min,"Thriller, Documentary, Action","A thriller, documentary, action movie available on Netflix."
s1595,Movie,Title 1595,Emily Clark,"Alia Bhatt, Emma Stone, Ryan Reynolds",Canada,19-Nov-2018,1996,TV-PG,151 min,"Documentary, Crime, Sci-Fi","A documentary, crime, sci-fi movie available on Netflix."
s1596,TV Show,Title 1596,James Lewis,"Zendaya, Aamir Khan, Scarlett Johansson, Tom Holland",Canada,10-Aug-2021,2000,PG,4 Seasons,"Romance, Horror, Adventure","A romance, horror, adventure tv show available on Netflix."
s1597,Movie,Title 1597,Emily Clark,"Chris Evans, Scarlett Johansson, Millie Bobby Brown, Robert De Niro",India,20-Jan-2024,2003,TV-MA,103 min,"Horror, Action","A horror, action movie available on Netflix."
s1598,Movie,Title 1598,Ava Johnson,"Robert De Niro, Emma Stone, Aamir Khan, Zendaya",Germany,11-Jan-2022,2023,PG,70 min,"Comedy, Crime","A comedy, crime movie available on Netflix."
s1599,Movie,Title 1599,James Lewis,"Zendaya, Scarlett Johansson, Tom Holland",Spain,12-Sep-2021,2013,TV-PG,171 min,"Romance, Horror, Thriller","A romance, horror, thriller movie available on Netflix."
s1600,Movie,Title 1600,Rachel Adams,"Millie Bobby Brown, Emma Stone, Aamir Khan, Robert De Niro",Spain,1-Apr-2018,2016,PG,88 min,Horror,A horror movie available on Netflix.
s1601,TV Show,Title 1601,David Wilson,"Chris Evans, Tom Holland, Ryan Reynolds",Japan,9-Aug-2023,1994,TV-14,4 Seasons,Sci-Fi,A sci-fi tv show available on Netflix.
s1602,Movie,Title 1602,John Smith,"Tom Holland, Scarlett Johansson, Emma Stone",Canada,28-May-2024,1991,PG,65 min,"Sci-Fi, Crime","A sci-fi, crime movie available on Netflix."
s1603,Movie,Title 1603,Sara Davis,"Zendaya, Aamir Khan",South Korea,18-Dec-2023,1993,PG,90 min,"Thriller, Horror, Sci-Fi","A thriller, horror, sci-fi movie available on Netflix."
s1604,TV Show,Title 1604,Sara Davis,"Aamir Khan, Emma Stone",Canada,6-Mar-2020,2023,R,8 Seasons,Thriller,A thriller tv show available on Netflix.
s1605,TV Show,Title 1605,Ava Johnson,"Tom Holland, Emma Stone, Chris Evans",Japan,2-Jul-2020,2010,R,5 Seasons,"Action, Adventure","A action, adventure tv show available on Netflix."
s1606,Movie,Title 1606,Rachel Adams,"Robert De Niro, Millie Bobby Brown",Mexico,22-Feb-2018,2009,PG-13,71 min,"Comedy, Crime, Thriller","A comedy, crime, thriller movie available on Netflix."
s1607,Movie,Title 1607,Rachel Adams,"Emma Stone, Aamir Khan, Zendaya, Ryan Reynolds",Japan,18-Aug-2021,2012,TV-MA,80 min,"Horror, Adventure, Action","A horror, adventure, action movie available on Netflix."
s1608,Movie,Title 1608,John Smith,"Alia Bhatt, Millie Bobby Brown, Robert De Niro, Ryan Reynolds",United States,8-Jun-2023,2015,PG,85 min,"Thriller, Adventure","A thriller, adventure movie available on Netflix."
s1609,Movie,Title 1609,Sara Davis,"Millie Bobby Brown, Scarlett Johansson, Tom Holland, Zendaya",India,10-Jul-2018,2019,TV-PG,112 min,Drama,A drama movie available on Netflix.
s1610,TV Show,Title 1610,John Smith,"Scarlett Johansson, Zendaya",Japan,25-May-2015,2018,G,7 Seasons,"Adventure, Drama","A adventure, drama tv show available on Netflix."
s1611,TV Show,Title 1611,Ava Johnson,"Ryan Reynolds, Zendaya",Spain,10-Feb-2021,2009,TV-MA,7 Seasons,"Documentary, Adventure, Horror","A documentary, adventure, horror tv show available on Netflix."
s1612,TV Show,Title 1612,Emily Clark,"Ryan Reynolds, Emma Stone, Zendaya",Spain,22-Nov-2016,1999,PG-13,5 Seasons,"Horror, Crime","A horror, crime tv show available on Netflix."
s1613,Movie,Title 1613,John Smith,"Alia Bhatt, Scarlett Johansson, Tom Holland, Chris Evans",United Kingdom,8-Jul-2022,1991,TV-14,119 min,Horror,A horror movie available on Netflix.
s1614,TV Show,Title 1614,Michael Brown,"Scarlett Johansson, Ryan Reynolds, Aamir Khan, Emma Stone",Germany,23-Sep-2024,1994,TV-MA,1 Seasons,Romance,A romance tv show available on Netflix.
s1615,Movie,Title 1615,Michael Brown,"Zendaya, Millie Bobby Brown",India,14-Aug-2022,1992,TV-14,67 min,Horror,A horror movie available on Netflix.
s1616,Movie,Title 1616,Ava Johnson,"Ryan Reynolds, Emma Stone, Scarlett Johansson, Zendaya",United States,20-Feb-2024,2020,G,129 min,"Drama, Action","A drama, action movie available on Netflix."
s1617,Movie,Title 1617,Sara Davis,"Emma Stone, Aamir Khan",United Kingdom,13-Feb-2017,2002,G,86 min,Action,A action movie available on Netflix.
s1618,Movie,Title 1618,James Lewis,"Scarlett Johansson, Chris Evans",United States,4-Oct-2015,2006,R,82 min,"Thriller, Sci-Fi","A thriller, sci-fi movie available on Netflix."
s1619,Movie,Title 1619,Sara Davis,"Ryan Reynolds, Millie Bobby Brown, Alia Bhatt, Zendaya",Japan,11-Dec-2019,2007,TV-14,83 min,Thriller,A thriller movie available on Netflix.
s1620,TV Show,Title 1620,Sara Davis,"Alia Bhatt, Robert De Niro, Chris Evans",Germany,25-Dec-2018,2021,R,4 Seasons,"Comedy, Romance","A comedy, romance tv show available on Netflix."
s1621,TV Show,Title 1621,Emily Clark,"Chris Evans, Aamir Khan, Robert De Niro, Emma Stone",Germany,5-May-2018,1996,PG-13,3 Seasons,Horror,A horror tv show available on Netflix.
s1622,TV Show,Title 1622,Ava Johnson,"Scarlett Johansson, Emma Stone, Millie Bobby Brown, Alia Bhatt",South Korea,7-Dec-2022,2021,PG,5 Seasons,"Thriller, Adventure","A thriller, adventure tv show available on Netflix."
s1623,Movie,Title 1623,David Wilson,"Alia Bhatt, Millie Bobby Brown, Chris Evans, Tom Holland",Japan,15-Mar-2016,2012,TV-PG,116 min,Crime,A crime movie available on Netflix.
s1624,TV Show,Title 1624,John Smith,"Emma Stone, Alia Bhatt, Millie Bobby Brown, Zendaya",Mexico,21-Sep-2019,1990,G,1 Seasons,Thriller,A thriller tv show available on Netflix.
s1625,Movie,Title 1625,John Smith,"Robert De Niro, Scarlett Johansson",India,6-Oct-2022,2024,TV-14,72 min,Comedy,A comedy movie available on Netflix.
s1626,TV Show,Title 1626,David Wilson,"Scarlett Johansson, Aamir Khan, Tom Holland",South Korea,11-Mar-2017,2002,TV-14,1 Seasons,Comedy,A comedy tv show available on Netflix.
s1627,TV Show,Title 1627,James Lewis,"Millie Bobby Brown, Zendaya, Robert De Niro",Japan,16-Apr-2021,2012,R,4 Seasons,Documentary,A documentary tv show available on Netflix.
s1628,TV Show,Title 1628,Sara Davis,"Zendaya, Aamir Khan, Ryan Reynolds, Tom Holland",India,17-Feb-2015,2004,G,2 Seasons,"Thriller, Documentary","A thriller, documentary tv show available on Netflix."
s1629,TV Show,Title 1629,David Wilson,"Alia Bhatt, Ryan Reynolds, Tom Holland",South Korea,10-Sep-2023,2023,G,6 Seasons,Romance,A romance tv show available on Netflix.
s1630,Movie,Title 1630,Ava Johnson,"Ryan Reynolds, Zendaya, Millie Bobby Brown, Emma Stone",United Kingdom,19-Mar-2023,2016,TV-14,157 min,"Horror, Sci-Fi","A horror, sci-fi movie available on Netflix."
s1631,TV Show,Title 1631,Sara Davis,"Zendaya, Alia Bhatt, Chris Evans",India,28-Jan-2019,2022,TV-MA,2 Seasons,"Sci-Fi, Drama, Horror","A sci-fi, drama, horror tv show available on Netflix."
s1632,TV Show,Title 1632,John Smith,"Robert De Niro, Scarlett Johansson",United States,11-Jun-2016,2022,TV-PG,1 Seasons,"Horror, Sci-Fi, Romance","A horror, sci-fi, romance tv show available on Netflix."
s1633,Movie,Title 1633,Michael Brown,"Aamir Khan, Scarlett Johansson, Millie Bobby Brown, Zendaya",United Kingdom,16-Jun-2018,1995,TV-14,103 min,"Action, Adventure, Documentary","A action, adventure, documentary movie available on Netflix."
s1634,Movie,Title 1634,Michael Brown,"Zendaya, Emma Stone, Millie Bobby Brown, Aamir Khan",United States,27-Mar-2020,1993,TV-MA,115 min,"Romance, Documentary, Comedy","A romance, documentary, comedy movie available on Netflix."
s1635,TV Show,Title 1635,Rachel Adams,"Robert De Niro, Scarlett Johansson, Chris Evans",Mexico,19-Jul-2018,2021,PG-13,7 Seasons,Action,A action tv show available on Netflix.
s1636,TV Show,Title 1636,David Wilson,"Aamir Khan, Alia Bhatt",Germany,23-Aug-2023,2002,TV-MA,7 Seasons,Drama,A drama tv show available on Netflix.
s1637,Movie,Title 1637,David Wilson,"Aamir Khan, Ryan Reynolds, Emma Stone, Alia Bhatt",Japan,15-Oct-2020,2024,TV-MA,152 min,"Crime, Sci-Fi, Romance","A crime, sci-fi, romance movie available on Netflix."
s1638,Movie,Title 1638,David Wilson,"Scarlett Johansson, Emma Stone, Alia Bhatt, Zendaya",India,24-Jun-2020,2004,TV-MA,164 min,"Sci-Fi, Crime","A sci-fi, crime movie available on Netflix."
s1639,TV Show,Title 1639,James Lewis,"Chris Evans, Robert De Niro, Millie Bobby Brown",South Korea,22-Nov-2018,2013,R,8 Seasons,"Romance, Thriller, Documentary","A romance, thriller, documentary tv show available on Netflix."
s1640,TV Show,Title 1640,Emily Clark,"Robert De Niro, Scarlett Johansson, Ryan Reynolds, Chris Evans",France,20-Sep-2022,2007,PG-13,5 Seasons,"Romance, Drama, Documentary","A romance, drama, documentary tv show available on Netflix."
s1641,Movie,Title 1641,John Smith,"Aamir Khan, Alia Bhatt, Scarlett Johansson, Ryan Reynolds",Canada,1-May-2020,2014,TV-PG,117 min,Documentary,A documentary movie available on Netflix.
s1642,Movie,Title 1642,Michael Brown,"Chris Evans, Scarlett Johansson",Canada,15-May-2024,2015,G,170 min,"Drama, Crime, Action","A drama, crime, action movie available on Netflix."
s1643,Movie,Title 1643,Michael Brown,"Alia Bhatt, Millie Bobby Brown, Scarlett Johansson, Chris Evans",Japan,28-May-2021,2004,TV-MA,157 min,"Sci-Fi, Crime, Thriller","A sci-fi, crime, thriller movie available on Netflix."
s1644,TV Show,Title 1644,Michael Brown,"Millie Bobby Brown, Ryan Reynolds, Aamir Khan",Japan,12-Nov-2015,2004,TV-PG,5 Seasons,"Adventure, Action, Horror","A adventure, action, horror tv show available on Netflix."
s1645,TV Show,Title 1645,John Smith,"Chris Evans, Millie Bobby Brown, Robert De Niro",France,17-Oct-2021,2000,R,7 Seasons,"Horror, Action","A horror, action tv show available on Netflix."
s1646,Movie,Title 1646,James Lewis,"Scarlett Johansson, Zendaya, Aamir Khan",France,13-Mar-2018,2017,TV-PG,70 min,"Crime, Romance, Thriller","A crime, romance, thriller movie available on Netflix."
s1647,TV Show,Title 1647,Ava Johnson,"Millie Bobby Brown, Chris Evans",Spain,15-Jan-2022,2004,TV-14,3 Seasons,Drama,A drama tv show available on Netflix.
s1648,TV Show,Title 1648,Michael Brown,"Scarlett Johansson, Aamir Khan",Mexico,8-Aug-2017,2004,TV-MA,1 Seasons,"Romance, Action, Crime","A romance, action, crime tv show available on Netflix."
s1649,TV Show,Title 1649,Emily Clark,"Chris Evans, Robert De Niro, Alia Bhatt",India,13-Jun-2019,2024,TV-14,4 Seasons,"Documentary, Romance","A documentary, romance tv show available on Netflix."
s1650,TV Show,Title 1650,David Wilson,"Alia Bhatt, Ryan Reynolds",Germany,28-Oct-2016,2016,G,3 Seasons,"Crime, Adventure","A crime, adventure tv show available on Netflix."
s1651,TV Show,Title 1651,Ava Johnson,"Millie Bobby Brown, Emma Stone, Zendaya, Chris Evans",South Korea,18-Aug-2019,2015,PG,7 Seasons,Documentary,A documentary tv show available on Netflix.
s1652,TV Show,Title 1652,John Smith,"Scarlett Johansson, Emma Stone, Alia Bhatt, Ryan Reynolds",United Kingdom,26-Feb-2019,2017,PG-13,7 Seasons,"Comedy, Crime","A comedy, crime tv show available on Netflix."
